,SiteName_x,County,AQI,Pollutant,Status,SO2,CO,CO_8hr,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,PublishTime,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId,hash,SiteName_y,WindDirection,WindPower,Gust,Visibility,Temperature,Moisture,AtmosphericPressure,Weather,Rainfall1day,Unit,DataCreationDate
96,臺東,臺東縣,38,,良好,1.8,0.17,0.2,40,41,16,9,1.6,1.5,/0.2,1.7,311,2019/10/22 05:00,9,15,2,121.15045,22.755358,62,62-2019-10-22 05:00:00,62,北北西,1,,18,22.4,75,1012,陰,0,中央氣象局,2019/10/22 05:00
97,陽明,臺北市,50,,良好,1.3,0.12,0.1,55,54,18,10,0.9,1.4,0.5,,,2019/10/22 05:00,8,17,1,121.529583,25.182722,64,64-2019-10-22 05:00:00,64,東北東,2,,30,15,87,,晴,0,中央氣象局,2019/10/22 05:00
98,臺南,臺南市,82,細懸浮微粒,普通,3.4,0.37,0.5,9.6,18,58,29,23,24,1.1,1.2,34,2019/10/22 05:00,28,67,4,120.202617,22.984581,46,46-2019-10-22 05:00:00,46,北,2,,7,22.6,74,1011.7,多雲有霾,0,中央氣象局,2019/10/22 05:00
99,嘉義,嘉義市,81,細懸浮微粒,普通,2.1,0.41,0.5,11,8,52,28,17,17,0.9,0.8,4.2,2019/10/22 05:00,28,55,4,120.440833,23.462778,42,42-2019-10-22 05:00:00,42,北,1,,8,19.2,90,1011.7,晴有靄,0,中央氣象局,2019/10/22 05:00
100,金門,金門縣,71,臭氧八小時,普通,2.4,0.24,0.2,65,61,46,21,6.1,6.4,0.3,2.3,0.3,2019/10/22 05:00,21,45,3,118.312256,24.432133,77,77-2019-10-22 05:00:00,77,北北東,3,,20,19.4,68,1015,晴,0,中央氣象局,2019/10/22 05:00
101,大里,臺中市,64,細懸浮微粒,普通,2.9,0.41,0.5,3.9,6,39,22,23,26,2.9,1.5,225,2019/10/22 05:00,21,41,3,120.677689,24.099611,30,30-2019-10-22 05:00:00,30,靜風,,,20,20.9,80,1011.8,陰,0,中央氣象局,2019/10/22 05:00
102,馬祖,連江縣,104,臭氧八小時,對敏感族群不健康,1,0.2,0.2,68,72,32,21,4.1,4.7,0.6,1.6,323,2019/10/22 05:00,19,31,2,119.949875,26.160469,75,75-2019-10-22 05:00:00,75,北,2,,20,19.5,77,1015,晴,0,中央氣象局,2019/10/22 05:00
103,觀音,桃園市,49,,良好,9,0.19,0.2,38,44,29,17,18,19,0.9,4.1,76,2019/10/22 05:00,15,30,4,121.082761,25.035503,19,19-2019-10-22 05:00:00,19,東北東,2,,10,20.8,65,1012.5,多雲,0,中央氣象局,2019/10/22 05:00
104,新竹,新竹市,48,,良好,2.7,0.21,0.3,41,32,26,13,11,11,0.3,2.1,65,2019/10/22 05:00,15,30,3,120.972075,24.805619,24,24-2019-10-22 05:00:00,24,東北東,1,,10,21.7,70,1012.6,陰,0,中央氣象局,2019/10/22 05:00
105,沙鹿,臺中市,48,,良好,1.9,0.12,0.1,25,30,18,13,9.9,10,0.1,2.5,3.4,2019/10/22 05:00,15,24,2,120.568794,24.225628,29,29-2019-10-22 05:00:00,29,北,2,,,19.6,78,1012,,0,中央氣象局,2019/10/22 05:00
106,馬公,澎湖縣,58,臭氧八小時,普通,0.3,0.14,0.1,59,57,29,13,1,4.3,3.3,4.6,27,2019/10/22 05:00,14,36,2,119.566158,23.569031,78,78-2019-10-22 05:00:00,78,北北東,3,,18,22.8,77,1011.9,晴,0,中央氣象局,2019/10/22 05:00
107,板橋,新北市,43,,良好,1.3,0.21,0.3,33,31,19,12,8.9,9.6,0.7,1.1,127,2019/10/22 05:00,13,23,1,121.458667,25.012972,6,6-2019-10-22 05:00:00,6,東北東,1,,20,20.6,79,1013.2,晴,0,中央氣象局,2019/10/22 05:00
108,萬華,臺北市,40,,良好,1.3,0.2,0.3,42,33,29,12,11,13,1.3,1.1,111,2019/10/22 05:00,12,29,1,121.507972,25.046503,13,13-2019-10-22 05:00:00,13,東南東,1,,,20.6,83,1013.2,,0,中央氣象局,2019/10/22 05:00
109,基隆,基隆市,38,,良好,1.6,0.16,0.3,22,23,18,11,5.9,7,1.1,0.4,79,2019/10/22 05:00,12,23,2,121.760056,25.129167,1,1-2019-10-22 05:00:00,1,南,1,,,19.2,80,1013.1,,0,中央氣象局,2019/10/22 05:00
110,冬山,宜蘭縣,38,,良好,1.3,0.13,0.1,29,36,23,11,5.8,6.4,0.6,1.2,332,2019/10/22 05:00,12,23,1,121.792928,24.632203,66,66-2019-10-22 05:00:00,66,西,2,,15,20.3,78,1013.3,晴,0,中央氣象局,2019/10/22 05:00
111,恆春,屏東縣,46,,良好,0.8,0.11,0.1,49,50,16,10,0.8,3,2.2,7.4,13,2019/10/22 05:00,10,19,1,120.788928,21.958069,61,61-2019-10-22 05:00:00,61,東北東,3,6,12,24.1,78,1010.9,晴,0,中央氣象局,2019/10/22 05:00
112,陽明,臺北市,50,,良好,1.5,0.12,0.1,55,54,15,9,0.9,1.4,0.5,,,2019/10/22 04:00,8,18,1,121.529583,25.182722,64,64-2019-10-22 04:00:00,64,東北,1,,,15.1,84,,,0,中央氣象局,2019/10/22 04:00
113,臺東,臺東縣,38,,良好,1.8,0.16,0.2,41,41,14,8,1.4,1.2,/0.3,2.2,310,2019/10/22 04:00,8,15,2,121.15045,22.755358,62,62-2019-10-22 04:00:00,62,北北西,1,,,22.4,77,1011.8,,0,中央氣象局,2019/10/22 04:00
114,臺南,臺南市,82,細懸浮微粒,普通,3.4,0.45,0.5,7.8,21,62,31,30,31,1.1,0.8,14,2019/10/22 04:00,28,67,4,120.202617,22.984581,46,46-2019-10-22 04:00:00,46,北北西,2,,,22.8,74,1011.5,,0,中央氣象局,2019/10/22 04:00
115,嘉義,嘉義市,79,細懸浮微粒,普通,2.9,0.46,0.5,4.8,10,56,35,23,25,1.6,0.7,36,2019/10/22 04:00,27,55,4,120.440833,23.462778,42,42-2019-10-22 04:00:00,42,北北東,1,,,19.3,89,1011.3,,0,中央氣象局,2019/10/22 04:00
116,金門,金門縣,74,臭氧八小時,普通,3.1,0.24,0.2,61,62,46,16,8.1,8.4,0.3,2.6,6.9,2019/10/22 04:00,22,46,3,118.312256,24.432133,77,77-2019-10-22 04:00:00,77,北北東,2,,,19.3,68,1014.6,,0,中央氣象局,2019/10/22 04:00
117,大里,臺中市,64,細懸浮微粒,普通,2.9,0.42,0.5,7.6,9,36,21,20,21,1,1.5,252,2019/10/22 04:00,21,41,3,120.677689,24.099611,30,30-2019-10-22 04:00:00,30,北,1,,,21.3,78,1011.7,,0,中央氣象局,2019/10/22 04:00
118,馬祖,連江縣,108,臭氧八小時,對敏感族群不健康,0.8,0.21,0.2,68,73,30,16,4.1,4.7,0.6,1.5,24,2019/10/22 04:00,18,31,2,119.949875,26.160469,75,75-2019-10-22 04:00:00,75,北,2,,,19.5,76,1015,,0,中央氣象局,2019/10/22 04:00
119,馬公,澎湖縣,58,臭氧八小時,普通,0.6,0.16,0.1,57,57,35,16,2,5.3,3.3,4.2,29,2019/10/22 04:00,15,37,2,119.566158,23.569031,78,78-2019-10-22 04:00:00,78,東北,3,,,22.8,85,1011.8,,0,中央氣象局,2019/10/22 04:00
120,新竹,新竹市,50,,良好,2.5,0.23,0.4,38,30,30,13,12,13,0.2,2.1,80,2019/10/22 04:00,15,30,3,120.972075,24.805619,24,24-2019-10-22 04:00:00,24,東北,1,,,21.3,74,1012.6,,0,中央氣象局,2019/10/22 04:00
121,沙鹿,臺中市,50,,良好,1.7,0.1,0.1,28,31,22,15,9.2,9.3,0.1,1.8,359,2019/10/22 04:00,15,25,2,120.568794,24.225628,29,29-2019-10-22 04:00:00,29,北,2,,,19.5,78,1012,,0,中央氣象局,2019/10/22 04:00
122,觀音,桃園市,47,,良好,7,0.18,0.2,44,45,28,13,13,14,1.1,4.6,74,2019/10/22 04:00,14,31,4,121.082761,25.035503,19,19-2019-10-22 04:00:00,19,東北東,2,,,20.6,67,1012.4,,0,中央氣象局,2019/10/22 04:00
123,板橋,新北市,43,,良好,1.5,0.19,0.4,37,29,21,13,7.4,7.7,0.3,1.1,99,2019/10/22 04:00,13,24,1,121.458667,25.012972,6,6-2019-10-22 04:00:00,6,東北東,1,,,21,77,1013.1,,0,中央氣象局,2019/10/22 04:00
124,萬華,臺北市,40,,良好,1.4,0.21,0.4,40,30,27,11,11,12,0.9,1.3,79,2019/10/22 04:00,12,29,1,121.507972,25.046503,13,13-2019-10-22 04:00:00,13,東,1,,,21.3,79,1013,,0,中央氣象局,2019/10/22 04:00
125,基隆,基隆市,37,,良好,1.7,0.15,0.3,25,27,20,10,3.6,4.4,0.7,0.4,66,2019/10/22 04:00,12,24,2,121.760056,25.129167,1,1-2019-10-22 04:00:00,1,南南西,1,,,19.6,81,1012.9,,0,中央氣象局,2019/10/22 04:00
126,冬山,宜蘭縣,37,,良好,1.3,0.12,0.2,32,36,14,11,2.8,3.1,0.3,1.4,286,2019/10/22 04:00,12,23,1,121.792928,24.632203,66,66-2019-10-22 04:00:00,66,西北西,2,,,21.1,75,1013.1,,0,中央氣象局,2019/10/22 04:00
127,恆春,屏東縣,46,,良好,0.8,0.11,0.1,50,50,19,9,0.9,2.8,1.9,7.5,14,2019/10/22 04:00,11,20,1,120.788928,21.958069,61,61-2019-10-22 04:00:00,61,北北東,3,6,,24.1,79,1010.4,,0,中央氣象局,2019/10/22 04:00
128,臺東,臺東縣,38,,良好,1.9,0.17,0.2,43,41,15,7,1.5,1.5,/0.1,2.8,308,2019/10/22 03:00,9,15,2,121.15045,22.755358,62,62-2019-10-22 03:00:00,62,北北西,1,,,22.3,77,1011.8,,0,中央氣象局,2019/10/22 03:00
129,陽明,臺北市,49,,良好,1.5,0.11,0.1,55,53,16,7,0.9,1.4,0.4,,,2019/10/22 03:00,8,18,1,121.529583,25.182722,64,64-2019-10-22 03:00:00,64,東北東,2,,,14.8,87,,,0,中央氣象局,2019/10/22 03:00
130,臺南,臺南市,80,細懸浮微粒,普通,3.2,0.48,0.5,10,26,61,28,28,29,1,0.7,45,2019/10/22 03:00,27,68,3,120.202617,22.984581,46,46-2019-10-22 03:00:00,46,北,1,,,23,73,1011.6,,0,中央氣象局,2019/10/22 03:00
131,嘉義,嘉義市,75,細懸浮微粒,普通,2.6,0.46,0.5,3.7,14,56,29,26,28,1.6,0.7,90,2019/10/22 03:00,25,56,4,120.440833,23.462778,42,42-2019-10-22 03:00:00,42,靜風,,,,19.9,87,1011.4,,0,中央氣象局,2019/10/22 03:00
132,金門,金門縣,80,臭氧八小時,普通,3.9,0.24,0.3,56,64,50,21,8.4,8.5,0.1,2.3,4.8,2019/10/22 03:00,23,46,3,118.312256,24.432133,77,77-2019-10-22 03:00:00,77,北北東,3,,,19.7,67,1015.1,,0,中央氣象局,2019/10/22 03:00
133,大里,臺中市,65,細懸浮微粒,普通,3,0.43,0.6,6.6,11,39,20,23,24,1,0.8,127,2019/10/22 03:00,21,43,3,120.677689,24.099611,30,30-2019-10-22 03:00:00,30,靜風,,,,20.6,81,1011.8,,0,中央氣象局,2019/10/22 03:00
134,馬祖,連江縣,108,臭氧八小時,對敏感族群不健康,0.9,0.21,0.2,68,73,29,21,4.1,4.5,0.5,1.6,351,2019/10/22 03:00,19,32,2,119.949875,26.160469,75,75-2019-10-22 03:00:00,75,北,2,,,19.5,76,1015,,0,中央氣象局,2019/10/22 03:00
135,新竹,新竹市,48,,良好,2.6,0.26,0.4,37,29,28,14,15,15,0.2,2.2,78,2019/10/22 03:00,15,30,3,120.972075,24.805619,24,24-2019-10-22 03:00:00,24,北,1,,,21.1,74,1012.5,,0,中央氣象局,2019/10/22 03:00
136,沙鹿,臺中市,49,,良好,1.6,0.11,0.2,26,33,23,17,13,13,0.1,1.8,1.3,2019/10/22 03:00,15,26,2,120.568794,24.225628,29,29-2019-10-22 03:00:00,29,北,2,,,19.7,78,1012,,0,中央氣象局,2019/10/22 03:00
137,馬公,澎湖縣,64,臭氧八小時,普通,0.3,0.16,0.1,56,59,37,11,1.8,4.9,3.2,4.1,25,2019/10/22 03:00,14,37,2,119.566158,23.569031,78,78-2019-10-22 03:00:00,78,北北東,3,,,22.8,89,1011.8,,0,中央氣象局,2019/10/22 03:00
138,觀音,桃園市,45,,良好,5.7,0.18,0.2,45,44,28,16,12,13,0.9,4.1,77,2019/10/22 03:00,14,30,4,121.082761,25.035503,19,19-2019-10-22 03:00:00,19,東北東,3,,,20.8,66,1012.4,,0,中央氣象局,2019/10/22 03:00
139,萬華,臺北市,42,,良好,1.3,0.23,0.4,40,27,31,12,11,12,1,1.6,88,2019/10/22 03:00,13,30,1,121.507972,25.046503,13,13-2019-10-22 03:00:00,13,東,1,,,21,81,1012.9,,0,中央氣象局,2019/10/22 03:00
140,板橋,新北市,42,,良好,1.5,0.22,0.4,38,27,23,11,8.4,8.8,0.4,1.5,60,2019/10/22 03:00,13,25,1,121.458667,25.012972,6,6-2019-10-22 03:00:00,6,東北東,2,,,20.9,78,1013,,0,中央氣象局,2019/10/22 03:00
141,基隆,基隆市,38,,良好,1.7,0.16,0.3,23,30,21,13,4.2,5,0.8,0.4,78,2019/10/22 03:00,12,26,2,121.760056,25.129167,1,1-2019-10-22 03:00:00,1,南,1,,,19.8,77,1013.1,,0,中央氣象局,2019/10/22 03:00
142,恆春,屏東縣,46,,良好,0.8,0.12,0.1,50,50,18,8,0.9,2.7,1.8,7,21,2019/10/22 03:00,12,20,1,120.788928,21.958069,61,61-2019-10-22 03:00:00,61,東北,2,,,23.9,80,1010.7,,0,中央氣象局,2019/10/22 03:00
143,冬山,宜蘭縣,36,,良好,1.5,0.12,0.2,34,36,19,10,3.1,3.4,0.3,1.8,306,2019/10/22 03:00,11,25,1,121.792928,24.632203,66,66-2019-10-22 03:00:00,66,西北西,1,,,21.1,76,1013.2,,0,中央氣象局,2019/10/22 03:00
144,臺東,臺東縣,37,,良好,1.8,0.17,0.2,43,40,11,7,1.8,1.6,/0.2,2.3,309,2019/10/22 02:00,9,15,2,121.15045,22.755358,62,62-2019-10-22 02:00:00,62,北北西,1,,18,22.4,78,1012.3,陰,0,中央氣象局,2019/10/22 02:00
145,陽明,臺北市,49,,良好,1.8,0.11,0.1,54,53,19,7,1.4,1.8,0.4,,,2019/10/22 02:00,8,18,1,121.529583,25.182722,64,64-2019-10-22 02:00:00,64,東北東,2,,,14.8,88,,,0,中央氣象局,2019/10/22 02:00
146,臺南,臺南市,80,細懸浮微粒,普通,2.8,0.47,0.5,15,32,66,27,24,25,1,0.7,18,2019/10/22 02:00,27,69,3,120.202617,22.984581,46,46-2019-10-22 02:00:00,46,北,1,,10,22.9,73,1011.8,多雲,0,中央氣象局,2019/10/22 02:00
147,嘉義,嘉義市,73,細懸浮微粒,普通,2.2,0.45,0.5,4.8,18,49,26,22,24,1.7,0.7,1.5,2019/10/22 02:00,25,58,4,120.440833,23.462778,42,42-2019-10-22 02:00:00,42,靜風,,,,19.8,88,1011.6,,0,中央氣象局,2019/10/22 02:00
148,金門,金門縣,87,臭氧八小時,普通,2.7,0.24,0.3,57,66,40,21,8.8,9,0.3,2.7,10,2019/10/22 02:00,23,45,3,118.312256,24.432133,77,77-2019-10-22 02:00:00,77,北北東,2,,,19.5,69,1015.4,,0,中央氣象局,2019/10/22 02:00
149,大里,臺中市,64,細懸浮微粒,普通,2.9,0.44,0.6,4.9,14,43,21,23,24,1,1.1,262,2019/10/22 02:00,21,44,2,120.677689,24.099611,30,30-2019-10-22 02:00:00,30,東南東,1,,20,20.8,82,1011.8,晴,0,中央氣象局,2019/10/22 02:00
150,馬祖,連江縣,112,臭氧八小時,對敏感族群不健康,0.5,0.2,0.2,72,74,28,17,3.3,4,0.7,1,349,2019/10/22 02:00,19,33,2,119.949875,26.160469,75,75-2019-10-22 02:00:00,75,北,2,,,20.1,74,1015.4,,0,中央氣象局,2019/10/22 02:00
151,馬公,澎湖縣,71,臭氧八小時,普通,0.7,0.16,0.1,54,61,40,11,2.2,5.5,3.3,3.5,23,2019/10/22 02:00,15,37,2,119.566158,23.569031,78,78-2019-10-22 02:00:00,78,北北東,2,,,22.7,90,1011.8,,0,中央氣象局,2019/10/22 02:00
152,新竹,新竹市,50,,良好,2.7,0.33,0.4,29,30,30,18,19,20,0.2,2.5,45,2019/10/22 02:00,15,30,3,120.972075,24.805619,24,24-2019-10-22 02:00:00,24,北,1,,,21.2,74,1012.5,,0,中央氣象局,2019/10/22 02:00
153,觀音,桃園市,44,,良好,7.1,0.2,0.2,39,45,36,16,16,17,0.9,3.8,83,2019/10/22 02:00,14,30,3,121.082761,25.035503,19,19-2019-10-22 02:00:00,19,東北東,3,,,20.7,68,1012.4,,0,中央氣象局,2019/10/22 02:00
154,萬華,臺北市,44,,良好,1.5,0.24,0.5,41,25,28,11,11,12,0.9,1.6,88,2019/10/22 02:00,14,29,1,121.507972,25.046503,13,13-2019-10-22 02:00:00,13,東,1,,,21.1,82,1013.1,,0,中央氣象局,2019/10/22 02:00
155,沙鹿,臺中市,46,,良好,1.7,0.15,0.2,23,34,22,16,14,14,0.4,1.7,2.3,2019/10/22 02:00,14,27,2,120.568794,24.225628,29,29-2019-10-22 02:00:00,29,北,3,,,20.1,76,1012.1,,0,中央氣象局,2019/10/22 02:00
156,板橋,新北市,42,,良好,1.4,0.24,0.5,37,25,21,16,9.5,9.8,0.3,1.3,87,2019/10/22 02:00,13,26,1,121.458667,25.012972,6,6-2019-10-22 02:00:00,6,東北東,2,,18,20.8,78,1013.1,多雲,0,中央氣象局,2019/10/22 02:00
157,冬山,宜蘭縣,39,,良好,1.6,0.12,0.2,39,36,25,12,2.4,2.7,0.3,0.5,301,2019/10/22 02:00,12,25,1,121.792928,24.632203,66,66-2019-10-22 02:00:00,66,西,1,,,21,77,1013.3,,0,中央氣象局,2019/10/22 02:00
158,恆春,屏東縣,46,,良好,0.9,0.12,0.1,52,50,14,8,0.7,2.7,1.9,7.3,16,2019/10/22 02:00,12,21,1,120.788928,21.958069,61,61-2019-10-22 02:00:00,61,東北,3,6,,24.3,78,1011.1,,0,中央氣象局,2019/10/22 02:00
159,基隆,基隆市,37,,良好,1.7,0.18,0.4,25,30,23,13,4.8,5.8,1,0.4,76,2019/10/22 02:00,11,27,2,121.760056,25.129167,1,1-2019-10-22 02:00:00,1,南南西,1,,,20.2,83,1013.2,,0,中央氣象局,2019/10/22 02:00
160,臺東,臺東縣,37,,良好,1.9,0.19,0.3,42,40,11,7,1.6,2.3,0.7,1.7,310,2019/10/22 01:00,9,16,2,121.15045,22.755358,62,62-2019-10-22 01:00:00,62,北北西,1,,,22.4,79,1012.8,,0,中央氣象局,2019/10/22 01:00
161,陽明,臺北市,48,,良好,0.6,0.13,0.1,55,52,19,10,0.8,1.3,0.5,,,2019/10/22 01:00,8,18,1,121.529583,25.182722,64,64-2019-10-22 01:00:00,64,東,3,,,14.8,92,,,0,中央氣象局,2019/10/22 01:00
162,臺南,臺南市,78,細懸浮微粒,普通,3.2,0.41,0.5,19,38,66,33,21,22,1.1,0.9,22,2019/10/22 01:00,26,69,4,120.202617,22.984581,46,46-2019-10-22 01:00:00,46,北北西,1,,,23.3,72,1012.2,,0,中央氣象局,2019/10/22 01:00
163,嘉義,嘉義市,74,細懸浮微粒,普通,2.6,0.43,0.5,7.6,24,51,23,17,18,0.6,0.5,209,2019/10/22 01:00,25,59,4,120.440833,23.462778,42,42-2019-10-22 01:00:00,42,靜風,,,,19.8,87,1011.8,,0,中央氣象局,2019/10/22 01:00
164,金門,金門縣,97,臭氧八小時,普通,3.4,0.26,0.3,57,69,52,25,8.4,8.7,0.3,2.4,25,2019/10/22 01:00,23,46,3,118.312256,24.432133,77,77-2019-10-22 01:00:00,77,東北,2,,,19.4,66,1015.8,,0,中央氣象局,2019/10/22 01:00
165,大里,臺中市,64,細懸浮微粒,普通,2,0.51,0.6,7.5,19,41,23,24,26,1.5,1.2,236,2019/10/22 01:00,21,43,2,120.677689,24.099611,30,30-2019-10-22 01:00:00,30,靜風,,,,21.1,81,1012,,0,中央氣象局,2019/10/22 01:00
166,馬祖,連江縣,112,臭氧八小時,對敏感族群不健康,2,0.2,0.2,73,74,32,15,,,,1.4,327,2019/10/22 01:00,20,34,2,119.949875,26.160469,75,75-2019-10-22 01:00:00,75,東北,3,,,20.3,68,1015.7,,0,中央氣象局,2019/10/22 01:00
167,馬公,澎湖縣,77,臭氧八小時,普通,1.5,0.1,0.1,55,63,35,18,2.3,6.7,4.4,3.9,28,2019/10/22 01:00,16,36,2,119.566158,23.569031,78,78-2019-10-22 01:00:00,78,北北東,3,,,22.9,86,1012.5,,0,中央氣象局,2019/10/22 01:00
168,新竹,新竹市,48,,良好,2.5,0.34,0.4,32,33,26,18,17,17,0.6,2.1,48,2019/10/22 01:00,15,31,3,120.972075,24.805619,24,24-2019-10-22 01:00:00,24,北,1,,,21.1,75,1012.6,,0,中央氣象局,2019/10/22 01:00
169,萬華,臺北市,44,,良好,1.4,0.4,0.5,29,24,31,13,25,26,1.5,1.6,89,2019/10/22 01:00,14,30,1,121.507972,25.046503,13,13-2019-10-22 01:00:00,13,東,1,,,21,81,1013.4,,0,中央氣象局,2019/10/22 01:00
170,觀音,桃園市,44,,良好,5.6,0.2,0.2,43,47,32,13,13,13,0.4,3,75,2019/10/22 01:00,13,29,3,121.082761,25.035503,19,19-2019-10-22 01:00:00,19,東北,3,,,20.7,68,1012.7,,0,中央氣象局,2019/10/22 01:00
171,沙鹿,臺中市,43,,良好,2.7,0.15,0.2,28,37,23,15,13,13,0.6,2.7,0.9,2019/10/22 01:00,13,28,2,120.568794,24.225628,29,29-2019-10-22 01:00:00,29,北,3,,,20.3,75,1012.4,,0,中央氣象局,2019/10/22 01:00
172,恆春,屏東縣,46,,良好,1.1,0.14,0.1,51,50,19,11,1.3,2,0.7,8.3,20,2019/10/22 01:00,13,22,1,120.788928,21.958069,61,61-2019-10-22 01:00:00,61,東北,3,6,,24.3,79,1011.4,,0,中央氣象局,2019/10/22 01:00
173,板橋,新北市,40,,良好,1.5,0.29,0.5,37,25,20,11,14,15,0.6,1,90,2019/10/22 01:00,12,27,1,121.458667,25.012972,6,6-2019-10-22 01:00:00,6,東北,1,,,21,79,1013.4,,0,中央氣象局,2019/10/22 01:00
174,冬山,宜蘭縣,38,,良好,1.5,0.14,0.2,39,36,24,8,3.3,3.4,0.1,0.6,184,2019/10/22 01:00,12,26,1,121.792928,24.632203,66,66-2019-10-22 01:00:00,66,西北西,1,,,20.7,78,1013.6,,0,中央氣象局,2019/10/22 01:00
175,基隆,基隆市,37,,良好,0.8,0.28,0.5,25,32,22,9,8.3,9.6,1.3,0.4,75,2019/10/22 01:00,11,28,2,121.760056,25.129167,1,1-2019-10-22 01:00:00,1,南,1,,,20.1,87,1013.4,,0,中央氣象局,2019/10/22 01:00
176,陽明,臺北市,47,,良好,1.1,0.12,0.1,54,51,16,7,0.7,1.3,0.5,,,2019/10/22 00:00,8,18,1,121.529583,25.182722,64,64-2019-10-22 00:00:00,64,東,3,,,15,90,,,0.5,中央氣象局,2019/10/22 00:00
177,嘉義,嘉義市,76,細懸浮微粒,普通,16,0.49,0.5,6,30,58,26,31,33,1.8,0.8,113,2019/10/22 00:00,26,61,4,120.440833,23.462778,42,42-2019-10-22 00:00:00,42,靜風,,,,19.9,86,1012.4,,0,中央氣象局,2019/10/22 00:00
178,臺南,臺南市,75,細懸浮微粒,普通,4,0.51,0.5,20,45,69,28,24,25,0.8,0.8,25,2019/10/22 00:00,25,71,4,120.202617,22.984581,46,46-2019-10-22 00:00:00,46,西北,1,,,23.6,71,1012.6,,0,中央氣象局,2019/10/22 00:00
179,金門,金門縣,108,臭氧八小時,對敏感族群不健康,2.1,0.24,0.3,64,73,41,21,7.2,7.4,0.3,2.8,28,2019/10/22 00:00,23,45,3,118.312256,24.432133,77,77-2019-10-22 00:00:00,77,東北,2,,,19.5,64,1016.2,,0,中央氣象局,2019/10/22 00:00
180,大里,臺中市,62,細懸浮微粒,普通,3,0.73,0.6,5.5,25,46,25,32,34,2.1,0.7,230,2019/10/22 00:00,20,43,2,120.677689,24.099611,30,30-2019-10-22 00:00:00,30,東南東,1,,,21.3,79,1012.6,,0,中央氣象局,2019/10/22 00:00
181,馬祖,連江縣,115,臭氧八小時,對敏感族群不健康,2.4,0.21,0.2,75,75,35,21,3.7,4.4,0.7,1.5,331,2019/10/22 00:00,20,34,2,119.949875,26.160469,75,75-2019-10-22 00:00:00,75,東北,3,,,20.3,69,1015.9,,0,中央氣象局,2019/10/22 00:00
182,馬公,澎湖縣,80,臭氧八小時,普通,1.6,0.1,0.2,56,64,31,12,2,6,3.9,4,30,2019/10/22 00:00,15,37,2,119.566158,23.569031,78,78-2019-10-22 00:00:00,78,北北東,3,,,23,85,1012.9,,0,中央氣象局,2019/10/22 00:00
183,新竹,新竹市,46,,良好,3.9,0.35,0.4,35,35,29,10,17,17,0.5,2.1,78,2019/10/22 00:00,14,33,3,120.972075,24.805619,24,24-2019-10-22 00:00:00,24,北北東,1,,,21.3,73,1013.3,,0,中央氣象局,2019/10/22 00:00
184,沙鹿,臺中市,44,,良好,2.6,0.14,0.2,35,41,26,11,11,12,0.6,2.3,358,2019/10/22 00:00,14,30,2,120.568794,24.225628,29,29-2019-10-22 00:00:00,29,北,2,,,20.4,74,1012.8,,0,中央氣象局,2019/10/22 00:00
185,萬華,臺北市,45,,良好,1.9,0.48,0.5,18,26,32,15,33,35,2.2,1.6,79,2019/10/22 00:00,14,29,1,121.507972,25.046503,13,13-2019-10-22 00:00:00,13,東,2,,,21.7,77,1013.9,,0,中央氣象局,2019/10/22 00:00
186,觀音,桃園市,45,,良好,5.6,0.19,0.2,44,49,26,9,14,14,0.4,4.7,76,2019/10/22 00:00,13,30,3,121.082761,25.035503,19,19-2019-10-22 00:00:00,19,東北東,3,,,21,66,1013.3,,0,中央氣象局,2019/10/22 00:00
187,板橋,新北市,43,,良好,0.3,0.4,0.6,28,24,24,11,20,22,1.2,1.4,98,2019/10/22 00:00,13,29,1,121.458667,25.012972,6,6-2019-10-22 00:00:00,6,東北東,1,,,21.4,78,1013.9,,0,中央氣象局,2019/10/22 00:00
188,冬山,宜蘭縣,42,,良好,1.4,0.14,0.2,38,36,23,9,,,,0.7,200,2019/10/22 00:00,13,27,1,121.792928,24.632203,66,66-2019-10-22 00:00:00,66,西,1,,,20.8,76,1014.3,,0,中央氣象局,2019/10/22 00:00
189,恆春,屏東縣,45,,良好,1,0.14,0.1,50,49,19,16,1.3,2.1,0.9,7.4,23,2019/10/22 00:00,13,22,1,120.788928,21.958069,61,61-2019-10-22 00:00:00,61,東北,3,6,,24.4,78,1011.9,,0,中央氣象局,2019/10/22 00:00
190,基隆,基隆市,36,,良好,1.5,0.39,0.5,21,35,26,12,15,18,2.6,0.4,70,2019/10/22 00:00,11,30,2,121.760056,25.129167,1,1-2019-10-22 00:00:00,1,南,1,,,20.8,70,1014.2,,0,中央氣象局,2019/10/22 00:00
191,臺東,臺東縣,37,,良好,1.6,0.22,0.3,40,40,10,11,2,2.7,0.7,2.3,314,2019/10/22 00:00,10,17,2,121.15045,22.755358,62,62-2019-10-22 00:00:00,62,北北西,1,,,22.4,81,1013.2,,0,中央氣象局,2019/10/22 00:00
192,陽明,臺北市,47,,良好,0.9,0.12,0.1,53,51,17,7,0.7,1.2,0.5,,,2019/10/21 23:00,8,18,1,121.529583,25.182722,64,64-2019-10-21 23:00:00,64,東南東,2,,,14.8,91,,,0.5,中央氣象局,2019/10/21 23:00
